orf,Filter Name,omcl
,OMCL in Tryps,OG5_222447
,OMCL in Tryps,OG5_245600
,OMCL in Tryps,OG5_155609
,OMCL in Tryps,OG5_180525
,OMCL in Tryps,OG5_129231
,OMCL in Tryps,OG5_138666
,OMCL in Tryps,OG5_152837
,OMCL in Tryps,OG5_188102
,OMCL in Tryps,OG5_128939
,OMCL in Tryps,OG5_137820
,OMCL in Tryps,OG5_180546
,OMCL in Tryps,OG5_180465
,OMCL in Tryps,OG5_180478
,OMCL in Tryps,OG5_127101
,OMCL in Tryps,OG5_144543
,OMCL in Tryps,OG5_129972
,OMCL in Tryps,OG5_129691
,OMCL in Tryps,OG5_128975
,OMCL in Tryps,OG5_144198
,OMCL in Tryps,OG5_134792
,OMCL in Tryps,OG5_142541
,OMCL in Tryps,OG5_136031
,OMCL in Tryps,OG5_127716
,OMCL in Tryps,OG5_128848
,OMCL in Tryps,OG5_152690
,OMCL in Tryps,OG5_129367
,OMCL in Tryps,OG5_129217
,OMCL in Tryps,OG5_131332
,OMCL in Tryps,OG5_127864
,OMCL in Tryps,OG5_139410
,OMCL in Tryps,OG5_127478
,OMCL in Tryps,OG5_129440
,OMCL in Tryps,OG5_180328
,OMCL in Tryps,OG5_137971
,OMCL in Tryps,OG5_127230
,OMCL in Tryps,OG5_129428
,OMCL in Tryps,OG5_156997
,OMCL in Tryps,OG5_140382
,OMCL in Tryps,OG5_180351
,OMCL in Tryps,OG5_180462
,OMCL in Tryps,OG5_129027
,OMCL in Tryps,OG5_128456
,OMCL in Tryps,OG5_137993
,OMCL in Tryps,OG5_128757
,OMCL in Tryps,OG5_137015
,OMCL in Tryps,OG5_127846
,OMCL in Tryps,OG5_127347
,OMCL in Tryps,OG5_128731
,OMCL in Tryps,OG5_179765
,OMCL in Tryps,OG5_153032
,OMCL in Tryps,OG5_135966
,OMCL in Tryps,OG5_133659
,OMCL in Tryps,OG5_128863
,OMCL in Tryps,OG5_130025
,OMCL in Tryps,OG5_126991
,OMCL in Tryps,OG5_171612
,OMCL in Tryps,OG5_235263
,OMCL in Tryps,OG5_179901
,OMCL in Tryps,OG5_235248
,OMCL in Tryps,OG5_180499
,OMCL in Tryps,OG5_180560
,OMCL in Tryps,OG5_129356
,OMCL in Tryps,OG5_139630
,OMCL in Tryps,OG5_136099
,OMCL in Tryps,OG5_130872
,OMCL in Tryps,OG5_132932
,OMCL in Tryps,OG5_150117
,OMCL in Tryps,OG5_179663
,OMCL in Tryps,OG5_175994
,OMCL in Tryps,OG5_152693
,OMCL in Tryps,OG5_135118
,OMCL in Tryps,OG5_128057
,OMCL in Tryps,OG5_157036
,OMCL in Tryps,OG5_129663
,OMCL in Tryps,OG5_128865
,OMCL in Tryps,OG5_136978
,OMCL in Tryps,OG5_129961
,OMCL in Tryps,OG5_128059
,OMCL in Tryps,OG5_152757
,OMCL in Tryps,OG5_222428
,OMCL in Tryps,OG5_137424
,OMCL in Tryps,OG5_147207
,OMCL in Tryps,OG5_136547
,OMCL in Tryps,OG5_176781
,OMCL in Tryps,OG5_128793
,OMCL in Tryps,OG5_127951
,OMCL in Tryps,OG5_130038
,OMCL in Tryps,OG5_134772
,OMCL in Tryps,OG5_134804
,OMCL in Tryps,OG5_171931
,OMCL in Tryps,OG5_136573
,OMCL in Tryps,OG5_245580
,OMCL in Tryps,OG5_130031
,OMCL in Tryps,OG5_130720
,OMCL in Tryps,OG5_137944
,OMCL in Tryps,OG5_138576
,OMCL in Tryps,OG5_168924
,OMCL in Tryps,OG5_127277
,OMCL in Tryps,OG5_157042
,OMCL in Tryps,OG5_133341
,OMCL in Tryps,OG5_180442
,OMCL in Tryps,OG5_155604
,OMCL in Tryps,OG5_134255
,OMCL in Tryps,OG5_129454
,OMCL in Tryps,OG5_153722
,OMCL in Tryps,OG5_129941
,OMCL in Tryps,OG5_153752
,OMCL in Tryps,OG5_180325
,OMCL in Tryps,OG5_136069
,OMCL in Tryps,OG5_131769
,OMCL in Tryps,OG5_128151
,OMCL in Tryps,OG5_179677
,OMCL in Tryps,OG5_153097
,OMCL in Tryps,OG5_180426
,OMCL in Tryps,OG5_150688
,OMCL in Tryps,OG5_180598
,OMCL in Tryps,OG5_156964
,OMCL in Tryps,OG5_150691
,OMCL in Tryps,OG5_136949
,OMCL in Tryps,OG5_129933
,OMCL in Tryps,OG5_129503
,OMCL in Tryps,OG5_130232
,OMCL in Tryps,OG5_135420
,OMCL in Tryps,OG5_138719
,OMCL in Tryps,OG5_157063
,OMCL in Tryps,OG5_130524
,OMCL in Tryps,OG5_129657
,OMCL in Tryps,OG5_129526
,OMCL in Tryps,OG5_180518
,OMCL in Tryps,OG5_194847
,OMCL in Tryps,OG5_129906
,OMCL in Tryps,OG5_235231
,OMCL in Tryps,OG5_129387
,OMCL in Tryps,OG5_138645
,OMCL in Tryps,OG5_130839
,OMCL in Tryps,OG5_156745
,OMCL in Tryps,OG5_159235
,OMCL in Tryps,OG5_180397
,OMCL in Tryps,OG5_156992
,OMCL in Tryps,OG5_127920
,OMCL in Tryps,OG5_138665
,OMCL in Tryps,OG5_135124
,OMCL in Tryps,OG5_179710
,OMCL in Tryps,OG5_137014
,OMCL in Tryps,OG5_146802
,OMCL in Tryps,OG5_159361
,OMCL in Tryps,OG5_155898
,OMCL in Tryps,OG5_128822
,OMCL in Tryps,OG5_150683
,OMCL in Tryps,OG5_129388
,OMCL in Tryps,OG5_126787
,OMCL in Tryps,OG5_153371
,OMCL in Tryps,OG5_180536
,OMCL in Tryps,OG5_170036
,OMCL in Tryps,OG5_138659
,OMCL in Tryps,OG5_136120
,OMCL in Tryps,OG5_180523
,OMCL in Tryps,OG5_147578
,OMCL in Tryps,OG5_128925
,OMCL in Tryps,OG5_129148
,OMCL in Tryps,OG5_136570
,OMCL in Tryps,OG5_136085
,OMCL in Tryps,OG5_129723
,OMCL in Tryps,OG5_180491
,OMCL in Tryps,OG5_130266
,OMCL in Tryps,OG5_163159
,OMCL in Tryps,OG5_140228
,OMCL in Tryps,OG5_131463
,OMCL in Tryps,OG5_194843
,OMCL in Tryps,OG5_131520
,OMCL in Tryps,OG5_131560
,OMCL in Tryps,OG5_153076
,OMCL in Tryps,OG5_159884
,OMCL in Tryps,OG5_128209
,OMCL in Tryps,OG5_129129
,OMCL in Tryps,OG5_179665
,OMCL in Tryps,OG5_155819
,OMCL in Tryps,OG5_128615
,OMCL in Tryps,OG5_193612
,OMCL in Tryps,OG5_131285
,OMCL in Tryps,OG5_127674
,OMCL in Tryps,OG5_180365
,OMCL in Tryps,OG5_133975
,OMCL in Tryps,OG5_131564
,OMCL in Tryps,OG5_222393
,OMCL in Tryps,OG5_153735
,OMCL in Tryps,OG5_152410
,OMCL in Tryps,OG5_231718
,OMCL in Tryps,OG5_129616
,OMCL in Tryps,OG5_194852
,OMCL in Tryps,OG5_139316
,OMCL in Tryps,OG5_131602
,OMCL in Tryps,OG5_129592
,OMCL in Tryps,OG5_127835
,OMCL in Tryps,OG5_140037
,OMCL in Tryps,OG5_179872
,OMCL in Tryps,OG5_156072
,OMCL in Tryps,OG5_164057
,OMCL in Tryps,OG5_136794
,OMCL in Tryps,OG5_130209
,OMCL in Tryps,OG5_180570
,OMCL in Tryps,OG5_136520
,OMCL in Tryps,OG5_128442
,OMCL in Tryps,OG5_171197
,OMCL in Tryps,OG5_163610
,OMCL in Tryps,OG5_156599
,OMCL in Tryps,OG5_200776
,OMCL in Tryps,OG5_136583
,OMCL in Tryps,OG5_129155
,OMCL in Tryps,OG5_179783
,OMCL in Tryps,OG5_149521
,OMCL in Tryps,OG5_136813
,OMCL in Tryps,OG5_128301
,OMCL in Tryps,OG5_134501
,OMCL in Tryps,OG5_138580
,OMCL in Tryps,OG5_130234
,OMCL in Tryps,OG5_144646
,OMCL in Tryps,OG5_128290
,OMCL in Tryps,OG5_179793
,OMCL in Tryps,OG5_156978
,OMCL in Tryps,OG5_127743
,OMCL in Tryps,OG5_128428
,OMCL in Tryps,OG5_222397
,OMCL in Tryps,OG5_130787
,OMCL in Tryps,OG5_156998
,OMCL in Tryps,OG5_194812
,OMCL in Tryps,OG5_129751
,OMCL in Tryps,OG5_222443
,OMCL in Tryps,OG5_152078
,OMCL in Tryps,OG5_180561
,OMCL in Tryps,OG5_147117
,OMCL in Tryps,OG5_129005
,OMCL in Tryps,OG5_127725
,OMCL in Tryps,OG5_129981
,OMCL in Tryps,OG5_137428
,OMCL in Tryps,OG5_132710
,OMCL in Tryps,OG5_136566
,OMCL in Tryps,OG5_133123
,OMCL in Tryps,OG5_128980
,OMCL in Tryps,OG5_129451
,OMCL in Tryps,OG5_180578
,OMCL in Tryps,OG5_149749
,OMCL in Tryps,OG5_158836
,OMCL in Tryps,OG5_130684
,OMCL in Tryps,OG5_155832
,OMCL in Tryps,OG5_129756
,OMCL in Tryps,OG5_222422
,OMCL in Tryps,OG5_134987
,OMCL in Tryps,OG5_129436
,OMCL in Tryps,OG5_128935
,OMCL in Tryps,OG5_129004
,OMCL in Tryps,OG5_136626
,OMCL in Tryps,OG5_163448
,OMCL in Tryps,OG5_206120
,OMCL in Tryps,OG5_129812
,OMCL in Tryps,OG5_231732
,OMCL in Tryps,OG5_129291
,OMCL in Tryps,OG5_129203
,OMCL in Tryps,OG5_144651
,OMCL in Tryps,OG5_129070
,OMCL in Tryps,OG5_128436
,OMCL in Tryps,OG5_138306
,OMCL in Tryps,OG5_129826
,OMCL in Tryps,OG5_128502
,OMCL in Tryps,OG5_131168
,OMCL in Tryps,OG5_129336
,OMCL in Tryps,OG5_155989
,OMCL in Tryps,OG5_129997
,OMCL in Tryps,OG5_140991
,OMCL in Tryps,OG5_129515
,OMCL in Tryps,OG5_129392
,OMCL in Tryps,OG5_136578
,OMCL in Tryps,OG5_134788
,OMCL in Tryps,OG5_222430
,OMCL in Tryps,OG5_153731
,OMCL in Tryps,OG5_129077
,OMCL in Tryps,OG5_135399
,OMCL in Tryps,OG5_144995
,OMCL in Tryps,OG5_153721
,OMCL in Tryps,OG5_127330
,OMCL in Tryps,OG5_129600
,OMCL in Tryps,OG5_127048
,OMCL in Tryps,OG5_129669
,OMCL in Tryps,OG5_136392
,OMCL in Tryps,OG5_175865
,OMCL in Tryps,OG5_136590
,OMCL in Tryps,OG5_194784
,OMCL in Tryps,OG5_134821
,OMCL in Tryps,OG5_127507
,OMCL in Tryps,OG5_180438
,OMCL in Tryps,OG5_138722
,OMCL in Tryps,OG5_160793
,OMCL in Tryps,OG5_136979
,OMCL in Tryps,OG5_130773
,OMCL in Tryps,OG5_128402
,OMCL in Tryps,OG5_222359
,OMCL in Tryps,OG5_165430
,OMCL in Tryps,OG5_147579
,OMCL in Tryps,OG5_138589
,OMCL in Tryps,OG5_156990
,OMCL in Tryps,OG5_130007
,OMCL in Tryps,OG5_135114
,OMCL in Tryps,OG5_222379
,OMCL in Tryps,OG5_130778
,OMCL in Tryps,OG5_128753
,Essentiality,OG5_128168
,Essentiality,OG5_127708
,Essentiality,OG5_126910
,Essentiality,OG5_131881
,Essentiality,OG5_144511
,Essentiality,OG5_127153
,Essentiality,OG5_129733
,Essentiality,OG5_126707
,Essentiality,OG5_127515
,Essentiality,OG5_127443
,Essentiality,OG5_128282
,Essentiality,OG5_126783
,Essentiality,OG5_127355
,Essentiality,OG5_128223
,Essentiality,OG5_126868
,Essentiality,OG5_127795
,Essentiality,OG5_127349
,Essentiality,OG5_127553
,Essentiality,OG5_127878
,Essentiality,OG5_127177
,Essentiality,OG5_127803
,Essentiality,OG5_127124
,Essentiality,OG5_127125
,Essentiality,OG5_127585
,Essentiality,OG5_127014
,Essentiality,OG5_127394
,Essentiality,OG5_126686
,Essentiality,OG5_130622
,Essentiality,OG5_127627
,Essentiality,OG5_127205
,Essentiality,OG5_130795
,Essentiality,OG5_126661
,Essentiality,OG5_131896
,Essentiality,OG5_128247
,Essentiality,OG5_126970
,Essentiality,OG5_126662
,Essentiality,OG5_127112
,Essentiality,OG5_128320
,Essentiality,OG5_128777
,Essentiality,OG5_128521
,Essentiality,OG5_127422
,Essentiality,OG5_126873
,Essentiality,OG5_126810
,Essentiality,OG5_128449
,Essentiality,OG5_126780
,Essentiality,OG5_128104
,Essentiality,OG5_128997
,Essentiality,OG5_127425
,Essentiality,OG5_127110
,Essentiality,OG5_126696
,Essentiality,OG5_128303
,Essentiality,OG5_128934
,Essentiality,OG5_127898
,Essentiality,OG5_129059
,Essentiality,OG5_128897
,Essentiality,OG5_127609
,Essentiality,OG5_127410
,Essentiality,OG5_128548
,Essentiality,OG5_127359
,Essentiality,OG5_129452
,Essentiality,OG5_126663
,Essentiality,OG5_127953
,Essentiality,OG5_126635
,Essentiality,OG5_127242
,Essentiality,OG5_127901
,Essentiality,OG5_126733
,Essentiality,OG5_127611
,Essentiality,OG5_127188
,Essentiality,OG5_127399
,Essentiality,OG5_127549
,Essentiality,OG5_127494
,Essentiality,OG5_126898
,Essentiality,OG5_129212
,Essentiality,OG5_127761
,Essentiality,OG5_127226
,Essentiality,OG5_129128
,Essentiality,OG5_128188
,Essentiality,OG5_126897
,Essentiality,OG5_128028
,Essentiality,OG5_129346
,Essentiality,OG5_129626
,Essentiality,OG5_126889
,Essentiality,OG5_128179
,Essentiality,OG5_128727
,Essentiality,OG5_128543
,Essentiality,OG5_128622
,Essentiality,OG5_127287
,Essentiality,OG5_127827
,Essentiality,OG5_127379
,Essentiality,OG5_127871
,Essentiality,OG5_128255
,Essentiality,OG5_127637
,Essentiality,OG5_127752
,Essentiality,OG5_126711
,Essentiality,OG5_128174
,Essentiality,OG5_128111
,Essentiality,OG5_127155
,Essentiality,OG5_128172
,Essentiality,OG5_127231
,Essentiality,OG5_127113
,Essentiality,OG5_128294
,Essentiality,OG5_128250
,Essentiality,OG5_127301
,Essentiality,OG5_128051
,Essentiality,OG5_129101
,Essentiality,OG5_128108
,Essentiality,OG5_126671
,Essentiality,OG5_127144
,Essentiality,OG5_127529
,Essentiality,OG5_126665
,Essentiality,OG5_126789
,Essentiality,OG5_131022
,Essentiality,OG5_127367
,Essentiality,OG5_126724
,Essentiality,OG5_134499
,Essentiality,OG5_127555
,Essentiality,OG5_126848
,Essentiality,OG5_127565
,Essentiality,OG5_127587
,Essentiality,OG5_129469
,Essentiality,OG5_127574
,Essentiality,OG5_128221
,Essentiality,OG5_131274
,Essentiality,OG5_127955
,Essentiality,OG5_126886
,Essentiality,OG5_127309
,Essentiality,OG5_127813
,Essentiality,OG5_129861
,Essentiality,OG5_127837
,Essentiality,OG5_126786
,Essentiality,OG5_128331
,Essentiality,OG5_126759
,Essentiality,OG5_129926
,Essentiality,OG5_129574
,Essentiality,OG5_128541
,Essentiality,OG5_128065
,Essentiality,OG5_128405
,Essentiality,OG5_128307
,Essentiality,OG5_127508
,Essentiality,OG5_128955
,Essentiality,OG5_128248
,Essentiality,OG5_128040
,Essentiality,OG5_128283
,Essentiality,OG5_132400
,Essentiality,OG5_126841
,Essentiality,OG5_127332
,Essentiality,OG5_128328
,Essentiality,OG5_127542
,Essentiality,OG5_126853
,Essentiality,OG5_128678
,Essentiality,OG5_134289
,Essentiality,OG5_126843
,Essentiality,OG5_128693
,Essentiality,OG5_127833
,Essentiality,OG5_128561
,Essentiality,OG5_126683
,Essentiality,OG5_130212
,Essentiality,OG5_131051
,Essentiality,OG5_127709
,Essentiality,OG5_126913
,Essentiality,OG5_129349
,Essentiality,OG5_127430
,Essentiality,OG5_127078
,Essentiality,OG5_127784
,Essentiality,OG5_127597
,Essentiality,OG5_129378
,Essentiality,OG5_128867
,Essentiality,OG5_128411
,Essentiality,OG5_127051
,Essentiality,OG5_127630
,Essentiality,OG5_127274
,Essentiality,OG5_132041
,Essentiality,OG5_129035
,Essentiality,OG5_128461
,Essentiality,OG5_135392
,Essentiality,OG5_128259
,Essentiality,OG5_126760
,Essentiality,OG5_128138
,Essentiality,OG5_127713
,Essentiality,OG5_128747
,Essentiality,OG5_126775
,Essentiality,OG5_127346
,Essentiality,OG5_128083
,Essentiality,OG5_127391
,Essentiality,OG5_129347
,Essentiality,OG5_128733
,Essentiality,OG5_130351
,Essentiality,OG5_127209
,Essentiality,OG5_126728
,Essentiality,OG5_127397
,Essentiality,OG5_127133
,Essentiality,OG5_126763
,Essentiality,OG5_128124
,Essentiality,OG5_126936
,Essentiality,OG5_127912
,Essentiality,OG5_129172
,Essentiality,OG5_128864
,Essentiality,OG5_127855
,Essentiality,OG5_128105
,Essentiality,OG5_127561
,Essentiality,OG5_126879
,Essentiality,OG5_127570
,Essentiality,OG5_126855
,Essentiality,OG5_128343
,Essentiality,OG5_127291
,Essentiality,OG5_127371
,Essentiality,OG5_128704
,Essentiality,OG5_128034
,Essentiality,OG5_127181
,Essentiality,OG5_126561
,Essentiality,OG5_128339
,Essentiality,OG5_128919
,Essentiality,OG5_128932
,Essentiality,OG5_126632
,Essentiality,OG5_127534
,Essentiality,OG5_127994
,Essentiality,OG5_138404
,Essentiality,OG5_129798
,Essentiality,OG5_129202
,Essentiality,OG5_127179
,Essentiality,OG5_127982
,Essentiality,OG5_128414
,Essentiality,OG5_128161
,Essentiality,OG5_131387
,Essentiality,OG5_127170
,Essentiality,OG5_127947
,Essentiality,OG5_126837
,Essentiality,OG5_126708
,Essentiality,OG5_127844
,Essentiality,OG5_127199
,Essentiality,OG5_134369
,Essentiality,OG5_128536
,Essentiality,OG5_126880
,Essentiality,OG5_128522
,Essentiality,OG5_128037
,Essentiality,OG5_128514
,Essentiality,OG5_128665
,Essentiality,OG5_128386
,Essentiality,OG5_128062
,Essentiality,OG5_126891
,Essentiality,OG5_127682
,Essentiality,OG5_126754
,Essentiality,OG5_126941
,Essentiality,OG5_127567
,Essentiality,OG5_129959
,Essentiality,OG5_128717
,Essentiality,OG5_127711
,Essentiality,OG5_128748
,Essentiality,OG5_129093
,Essentiality,OG5_128426
,Essentiality,OG5_128074
,Essentiality,OG5_127151
,Essentiality,OG5_126850
,Essentiality,OG5_132495
,Essentiality,OG5_131364
,Essentiality,OG5_126890
,Essentiality,OG5_127405
,Essentiality,OG5_127596
,Essentiality,OG5_127027
,Essentiality,OG5_128966
,Essentiality,OG5_127142
,Essentiality,OG5_129274
,Essentiality,OG5_130873
,Essentiality,OG5_129532
,Essentiality,OG5_127780
,Essentiality,OG5_128381
,Essentiality,OG5_129091
,Essentiality,OG5_126865
,Essentiality,OG5_140225
,Essentiality,OG5_126679
,Essentiality,OG5_129495
,Essentiality,OG5_130376
,Essentiality,OG5_128824
,Essentiality,OG5_127098
,Essentiality,OG5_127282
,Essentiality,OG5_127472
,Essentiality,OG5_128390
,Essentiality,OG5_128630
,Essentiality,OG5_129037
,Essentiality,OG5_127792
,Essentiality,OG5_128870
,Essentiality,OG5_127723
,Essentiality,OG5_128610
,Essentiality,OG5_128133
,Essentiality,OG5_129517
,Essentiality,OG5_127169
,Essentiality,OG5_127673
,Essentiality,OG5_128574
,Essentiality,OG5_127592
,Essentiality,OG5_127158
,Essentiality,OG5_127921
,Essentiality,OG5_132675
,Essentiality,OG5_127794
,Essentiality,OG5_127400
,Essentiality,OG5_128726
,Essentiality,OG5_127213
,Essentiality,OG5_128609
,Essentiality,OG5_127387
,Essentiality,OG5_126985
,Essentiality,OG5_126828
,Essentiality,OG5_127364
,Essentiality,OG5_127264
,Essentiality,OG5_129226
,Essentiality,OG5_131532
,Essentiality,OG5_127505
,Essentiality,OG5_127641
,Essentiality,OG5_128373
,Essentiality,OG5_126644
,Essentiality,OG5_126726
,Essentiality,OG5_127431
,Essentiality,OG5_127233
,Essentiality,OG5_126720
,Essentiality,OG5_127088
,Essentiality,OG5_126636
,Essentiality,OG5_127325
,Essentiality,OG5_128284
,Essentiality,OG5_127861
,Essentiality,OG5_128488
,Essentiality,OG5_133114
,Essentiality,OG5_128264
,Essentiality,OG5_130377
,Essentiality,OG5_128698
,Essentiality,OG5_128043
,Essentiality,OG5_127495
,Essentiality,OG5_128776
,Essentiality,OG5_128045
,Essentiality,OG5_127019
,Essentiality,OG5_130016
,Essentiality,OG5_127847
,Essentiality,OG5_127612
,Essentiality,OG5_128432
,Essentiality,OG5_127703
,Essentiality,OG5_128429
,Essentiality,OG5_128631
,Essentiality,OG5_128337
,Essentiality,OG5_127521
,Essentiality,OG5_126757
,Essentiality,OG5_129372
,Essentiality,OG5_127079
,Essentiality,OG5_127476
,Essentiality,OG5_128113
,Essentiality,OG5_136133
,Essentiality,OG5_127918
,Essentiality,OG5_127799
,Essentiality,OG5_127910
,Essentiality,OG5_127613
,Essentiality,OG5_128332
,Essentiality,OG5_145177
,Essentiality,OG5_128527
,Essentiality,OG5_127758
,Essentiality,OG5_129071
,Essentiality,OG5_127474
,Essentiality,OG5_128965
,Essentiality,OG5_127479
,Essentiality,OG5_127063
,Essentiality,OG5_128230
,Essentiality,OG5_129880
,Essentiality,OG5_128486
,Essentiality,OG5_127914
,Essentiality,OG5_132457
,Essentiality,OG5_127511
,Essentiality,OG5_126735
,Essentiality,OG5_128256
,Essentiality,OG5_127766
,Essentiality,OG5_127103
,Essentiality,OG5_128685
,Essentiality,OG5_127676
,Essentiality,OG5_128173
,Essentiality,OG5_127284
,Essentiality,OG5_127278
,Essentiality,OG5_127354
,Essentiality,OG5_128742
,Essentiality,OG5_128784
,Essentiality,OG5_126700
,Essentiality,OG5_128573
,Essentiality,OG5_127787
,Essentiality,OG5_127127
,Essentiality,OG5_129049
,Essentiality,OG5_130623
,Essentiality,OG5_129435
,Essentiality,OG5_128424
,Essentiality,OG5_128616
,Essentiality,OG5_129171
,Essentiality,OG5_127966
,Essentiality,OG5_126935
,Essentiality,OG5_129269
,Essentiality,OG5_128153
,Essentiality,OG5_128438
,Essentiality,OG5_127652
,Essentiality,OG5_126857
,Essentiality,OG5_128095
,Essentiality,OG5_127564
,Essentiality,OG5_156232
,Essentiality,OG5_126655
,Essentiality,OG5_127767
,Essentiality,OG5_129832
,Essentiality,OG5_127501
,Essentiality,OG5_130081
,Essentiality,OG5_128035
,Essentiality,OG5_129620
,Essentiality,OG5_127356
,Essentiality,OG5_126624
,Essentiality,OG5_127772
,Essentiality,OG5_126834
,Essentiality,OG5_127540
,Essentiality,OG5_128815
,Essentiality,OG5_127068
,Essentiality,OG5_127452
,Essentiality,OG5_127730
,Essentiality,OG5_128022
,Essentiality,OG5_128225
,Essentiality,OG5_129195
,Essentiality,OG5_126691
,Essentiality,OG5_127040
,Essentiality,OG5_127320
,Essentiality,OG5_127440
,Essentiality,OG5_135192
,Essentiality,OG5_128406
,Essentiality,OG5_127036
,Essentiality,OG5_126966
,Essentiality,OG5_127763
,Essentiality,OG5_127311
,Essentiality,OG5_127523
,Essentiality,OG5_128657
,Essentiality,OG5_126688
,Essentiality,OG5_128797
,Essentiality,OG5_127840
,Essentiality,OG5_128006
,Essentiality,OG5_128628
,Essentiality,OG5_128883
,Essentiality,OG5_128238
,Essentiality,OG5_128311
,Essentiality,OG5_128403
,Essentiality,OG5_129188
,Essentiality,OG5_128336
,Essentiality,OG5_127685
,Essentiality,OG5_127881
,Essentiality,OG5_130022
,Essentiality,OG5_127454
,Essentiality,OG5_127645
,Essentiality,OG5_128661
,Essentiality,OG5_128372
,Essentiality,OG5_128773
,Essentiality,OG5_127001
,Essentiality,OG5_127590
,Essentiality,OG5_126729
,Essentiality,OG5_126610
,Essentiality,OG5_126987
,Essentiality,OG5_127174
,Essentiality,OG5_128995
,Essentiality,OG5_128952
,Essentiality,OG5_128732
,Essentiality,OG5_127632
,Essentiality,OG5_127615
,Essentiality,OG5_127446
,Essentiality,OG5_127984
,Essentiality,OG5_127670
,Essentiality,OG5_127239
,Essentiality,OG5_127365
,Essentiality,OG5_128756
,Essentiality,OG5_126692
,Essentiality,OG5_127163
,Essentiality,OG5_130225
,Essentiality,OG5_128831
,Essentiality,OG5_128171
,Essentiality,OG5_128149
,Essentiality,OG5_128258
,Essentiality,OG5_129222
,Essentiality,OG5_126773
,Essentiality,OG5_127201
,Essentiality,OG5_127415
,Essentiality,OG5_128027
,Essentiality,OG5_127441
,Essentiality,OG5_126864
,Essentiality,OG5_128655
,Essentiality,OG5_129379
,Essentiality,OG5_126916
,Essentiality,OG5_127426
,Essentiality,OG5_127348
,Essentiality,OG5_127465
,Essentiality,OG5_128819
,Essentiality,OG5_128594
,Essentiality,OG5_128931
,Essentiality,OG5_128560
,Essentiality,OG5_129116
,Essentiality,OG5_127969
,Essentiality,OG5_128219
,Essentiality,OG5_129180
,Essentiality,OG5_128367
,Essentiality,OG5_128077
,Essentiality,OG5_127888
,Essentiality,OG5_131155
,Essentiality,OG5_128481
,Essentiality,OG5_126822
,Essentiality,OG5_128182
,Essentiality,OG5_127304
,Essentiality,OG5_128689
,Essentiality,OG5_128540
,Essentiality,OG5_126626
,Essentiality,OG5_130682
,Essentiality,OG5_128477
,Essentiality,OG5_128447
,Essentiality,OG5_126903
,Essentiality,OG5_128841
,Essentiality,OG5_128662
,Essentiality,OG5_128581
,Essentiality,OG5_128316
,Essentiality,OG5_129205
,Essentiality,OG5_127076
,Essentiality,OG5_130593
,Essentiality,OG5_127538
,Essentiality,OG5_128032
,Essentiality,OG5_126842
,Essentiality,OG5_129931
,Essentiality,OG5_128448
,Essentiality,OG5_127842
,Essentiality,OG5_128668
,Essentiality,OG5_126914
,Essentiality,OG5_128169
,Essentiality,OG5_127109
,Essentiality,OG5_126830
,Essentiality,OG5_133941
,Essentiality,OG5_128651
,Essentiality,OG5_127653
,Essentiality,OG5_129144
,Essentiality,OG5_128001
,Essentiality,OG5_128575
,Essentiality,OG5_127059
,Essentiality,OG5_127528
,Essentiality,OG5_127152
,Essentiality,OG5_128500
,Essentiality,OG5_127865
,Essentiality,OG5_127012
,Essentiality,OG5_128805
,Essentiality,OG5_130425
,Essentiality,OG5_128862
,Essentiality,OG5_128226
,Essentiality,OG5_129029
,Essentiality,OG5_131167
,Essentiality,OG5_127826
,Essentiality,OG5_128291
,Essentiality,OG5_127747
,Essentiality,OG5_126927
,Essentiality,OG5_127035
,Essentiality,OG5_128060
,Essentiality,OG5_127698
,Essentiality,OG5_132063
,Essentiality,OG5_126600
,Essentiality,OG5_126579
,Essentiality,OG5_127541
,Essentiality,OG5_128419
,Essentiality,OG5_128399
,Essentiality,OG5_128217
,Essentiality,OG5_128715
,Essentiality,OG5_128796
,Essentiality,OG5_127383
,Essentiality,OG5_127681
,Essentiality,OG5_128218
,Essentiality,OG5_126731
,Essentiality,OG5_129607
,Essentiality,OG5_131522
,Essentiality,OG5_133076
,Essentiality,OG5_127006
,Essentiality,OG5_134519
,Essentiality,OG5_129216
,Essentiality,OG5_126609
,Essentiality,OG5_126596
,Essentiality,OG5_136808
,Essentiality,OG5_127510
,Essentiality,OG5_134225
,Essentiality,OG5_129344
,Essentiality,OG5_128465
,Essentiality,OG5_128063
,Essentiality,OG5_128466
,Essentiality,OG5_128478
,Essentiality,OG5_131531
,Essentiality,OG5_129646
,Essentiality,OG5_128744
,Essentiality,OG5_126718
,Essentiality,OG5_127093
,Essentiality,OG5_128245
,Essentiality,OG5_129624
,Essentiality,OG5_128199
,Essentiality,OG5_128780
,Essentiality,OG5_131070
,Essentiality,OG5_127245
,Essentiality,OG5_126860
,Essentiality,OG5_129084
,Essentiality,OG5_127707
,Essentiality,OG5_129163
,Essentiality,OG5_126638
,Essentiality,OG5_128228
,Essentiality,OG5_126870
,Essentiality,OG5_129248
,Essentiality,OG5_128257
,Essentiality,OG5_129399
,Essentiality,OG5_128147
,Essentiality,OG5_131276
,Essentiality,OG5_128404
,Essentiality,OG5_132308
,Essentiality,OG5_129113
,Essentiality,OG5_126929
,Essentiality,OG5_129158
,Essentiality,OG5_126650
,Essentiality,OG5_129221
,Essentiality,OG5_127148
