orf,Filter Name,omcl
,OMCL in Tryps,OG5_138608
,OMCL in Tryps,OG5_146811
,OMCL in Tryps,OG5_128545
,OMCL in Tryps,OG5_129268
,OMCL in Tryps,OG5_150695
,OMCL in Tryps,OG5_194821
,OMCL in Tryps,OG5_156962
,OMCL in Tryps,OG5_163517
,OMCL in Tryps,OG5_129422
,OMCL in Tryps,OG5_128736
,OMCL in Tryps,OG5_129794
,OMCL in Tryps,OG5_129393
,OMCL in Tryps,OG5_180349
,OMCL in Tryps,OG5_129251
,OMCL in Tryps,OG5_129623
,OMCL in Tryps,OG5_128599
,OMCL in Tryps,OG5_179853
,OMCL in Tryps,OG5_153074
,OMCL in Tryps,OG5_194829
,OMCL in Tryps,OG5_200752
,OMCL in Tryps,OG5_131840
,OMCL in Tryps,OG5_132304
,OMCL in Tryps,OG5_139385
,OMCL in Tryps,OG5_222434
,OMCL in Tryps,OG5_128816
,OMCL in Tryps,OG5_136588
,OMCL in Tryps,OG5_129736
,OMCL in Tryps,OG5_129254
,OMCL in Tryps,OG5_152982
,OMCL in Tryps,OG5_138584
,OMCL in Tryps,OG5_130774
,OMCL in Tryps,OG5_128100
,OMCL in Tryps,OG5_180329
,OMCL in Tryps,OG5_149861
,OMCL in Tryps,OG5_180439
,OMCL in Tryps,OG5_157004
,OMCL in Tryps,OG5_129948
,OMCL in Tryps,OG5_171928
,OMCL in Tryps,OG5_171941
,OMCL in Tryps,OG5_180513
,OMCL in Tryps,OG5_128656
,OMCL in Tryps,OG5_128942
,OMCL in Tryps,OG5_222392
,OMCL in Tryps,OG5_180433
,OMCL in Tryps,OG5_129888
,OMCL in Tryps,OG5_159225
,OMCL in Tryps,OG5_130253
,OMCL in Tryps,OG5_164015
,OMCL in Tryps,OG5_129350
,OMCL in Tryps,OG5_128691
,OMCL in Tryps,OG5_140258
,OMCL in Tryps,OG5_146860
,OMCL in Tryps,OG5_137995
,OMCL in Tryps,OG5_136121
,OMCL in Tryps,OG5_136957
,OMCL in Tryps,OG5_134808
,OMCL in Tryps,OG5_129793
,OMCL in Tryps,OG5_209495
,OMCL in Tryps,OG5_142969
,OMCL in Tryps,OG5_127579
,OMCL in Tryps,OG5_152305
,OMCL in Tryps,OG5_130614
,OMCL in Tryps,OG5_134096
,OMCL in Tryps,OG5_194775
,OMCL in Tryps,OG5_142827
,OMCL in Tryps,OG5_137848
,OMCL in Tryps,OG5_135115
,OMCL in Tryps,OG5_130972
,OMCL in Tryps,OG5_156143
,OMCL in Tryps,OG5_153329
,OMCL in Tryps,OG5_222389
,OMCL in Tryps,OG5_129539
,OMCL in Tryps,OG5_130332
,OMCL in Tryps,OG5_129854
,OMCL in Tryps,OG5_176777
,OMCL in Tryps,OG5_129831
,OMCL in Tryps,OG5_135068
,OMCL in Tryps,OG5_128834
,OMCL in Tryps,OG5_175349
,OMCL in Tryps,OG5_135268
,OMCL in Tryps,OG5_128420
,OMCL in Tryps,OG5_127885
,OMCL in Tryps,OG5_136159
,OMCL in Tryps,OG5_130887
,OMCL in Tryps,OG5_128220
,OMCL in Tryps,OG5_155966
,OMCL in Tryps,OG5_138678
,OMCL in Tryps,OG5_156975
,OMCL in Tryps,OG5_135412
,OMCL in Tryps,OG5_139094
,OMCL in Tryps,OG5_132591
,OMCL in Tryps,OG5_131390
,OMCL in Tryps,OG5_134809
,OMCL in Tryps,OG5_156986
,OMCL in Tryps,OG5_146700
,OMCL in Tryps,OG5_128681
,OMCL in Tryps,OG5_180340
,OMCL in Tryps,OG5_137412
,OMCL in Tryps,OG5_149837
,OMCL in Tryps,OG5_130606
,OMCL in Tryps,OG5_137999
,OMCL in Tryps,OG5_222365
,OMCL in Tryps,OG5_136755
,OMCL in Tryps,OG5_133724
,OMCL in Tryps,OG5_149943
,OMCL in Tryps,OG5_129339
,OMCL in Tryps,OG5_156035
,OMCL in Tryps,OG5_150685
,OMCL in Tryps,OG5_129324
,OMCL in Tryps,OG5_131754
,OMCL in Tryps,OG5_180535
,OMCL in Tryps,OG5_130446
,OMCL in Tryps,OG5_129096
,OMCL in Tryps,OG5_222366
,OMCL in Tryps,OG5_128735
,OMCL in Tryps,OG5_136577
,OMCL in Tryps,OG5_222445
,OMCL in Tryps,OG5_155517
,OMCL in Tryps,OG5_129139
,OMCL in Tryps,OG5_175908
,OMCL in Tryps,OG5_153745
,OMCL in Tryps,OG5_165240
,OMCL in Tryps,OG5_142841
,OMCL in Tryps,OG5_136139
,OMCL in Tryps,OG5_139306
,OMCL in Tryps,OG5_157054
,OMCL in Tryps,OG5_136135
,OMCL in Tryps,OG5_128087
,OMCL in Tryps,OG5_130537
,OMCL in Tryps,OG5_153715
,OMCL in Tryps,OG5_180368
,OMCL in Tryps,OG5_130333
,OMCL in Tryps,OG5_139395
,OMCL in Tryps,OG5_135411
,OMCL in Tryps,OG5_128485
,OMCL in Tryps,OG5_153781
,OMCL in Tryps,OG5_128988
,OMCL in Tryps,OG5_131950
,OMCL in Tryps,OG5_181856
,OMCL in Tryps,OG5_127917
,OMCL in Tryps,OG5_137229
,OMCL in Tryps,OG5_180346
,OMCL in Tryps,OG5_130893
,OMCL in Tryps,OG5_139165
,OMCL in Tryps,OG5_137433
,OMCL in Tryps,OG5_129127
,OMCL in Tryps,OG5_180376
,OMCL in Tryps,OG5_180440
,OMCL in Tryps,OG5_144217
,OMCL in Tryps,OG5_129564
,OMCL in Tryps,OG5_155971
,OMCL in Tryps,OG5_133994
,OMCL in Tryps,OG5_134269
,OMCL in Tryps,OG5_141423
,OMCL in Tryps,OG5_130746
,OMCL in Tryps,OG5_152724
,OMCL in Tryps,OG5_135596
,OMCL in Tryps,OG5_135748
,OMCL in Tryps,OG5_147398
,OMCL in Tryps,OG5_130937
,OMCL in Tryps,OG5_128280
,OMCL in Tryps,OG5_200758
,OMCL in Tryps,OG5_136518
,OMCL in Tryps,OG5_156940
,OMCL in Tryps,OG5_130001
,OMCL in Tryps,OG5_131427
,OMCL in Tryps,OG5_135258
,OMCL in Tryps,OG5_222446
,OMCL in Tryps,OG5_146521
,OMCL in Tryps,OG5_127788
,OMCL in Tryps,OG5_155445
,OMCL in Tryps,OG5_127378
,OMCL in Tryps,OG5_129529
,OMCL in Tryps,OG5_194791
,OMCL in Tryps,OG5_130077
,OMCL in Tryps,OG5_180457
,OMCL in Tryps,OG5_131443
,OMCL in Tryps,OG5_222424
,OMCL in Tryps,OG5_131725
,OMCL in Tryps,OG5_193652
,OMCL in Tryps,OG5_129614
,OMCL in Tryps,OG5_180553
,OMCL in Tryps,OG5_176884
,OMCL in Tryps,OG5_129446
,OMCL in Tryps,OG5_136516
,OMCL in Tryps,OG5_142749
,OMCL in Tryps,OG5_156166
,OMCL in Tryps,OG5_179595
,OMCL in Tryps,OG5_128101
,OMCL in Tryps,OG5_157050
,OMCL in Tryps,OG5_130056
,OMCL in Tryps,OG5_159436
,OMCL in Tryps,OG5_135292
,OMCL in Tryps,OG5_222413
,OMCL in Tryps,OG5_149894
,OMCL in Tryps,OG5_136580
,OMCL in Tryps,OG5_136154
,OMCL in Tryps,OG5_180548
,OMCL in Tryps,OG5_179669
,OMCL in Tryps,OG5_135678
,OMCL in Tryps,OG5_182506
,OMCL in Tryps,OG5_156982
,OMCL in Tryps,OG5_127954
,OMCL in Tryps,OG5_127275
,OMCL in Tryps,OG5_150705
,OMCL in Tryps,OG5_179873
,OMCL in Tryps,OG5_127997
,OMCL in Tryps,OG5_130733
,OMCL in Tryps,OG5_149755
,OMCL in Tryps,OG5_153734
,OMCL in Tryps,OG5_128393
,OMCL in Tryps,OG5_135760
,OMCL in Tryps,OG5_136976
,OMCL in Tryps,OG5_163085
,OMCL in Tryps,OG5_136049
,OMCL in Tryps,OG5_134278
,OMCL in Tryps,OG5_130277
,OMCL in Tryps,OG5_245589
,OMCL in Tryps,OG5_136002
,OMCL in Tryps,OG5_128700
,OMCL in Tryps,OG5_147027
,OMCL in Tryps,OG5_130607
,OMCL in Tryps,OG5_136010
,OMCL in Tryps,OG5_130880
,OMCL in Tryps,OG5_131610
,OMCL in Tryps,OG5_194813
,OMCL in Tryps,OG5_222414
,OMCL in Tryps,OG5_128989
,OMCL in Tryps,OG5_135794
,OMCL in Tryps,OG5_144307
,OMCL in Tryps,OG5_129834
,OMCL in Tryps,OG5_159801
,OMCL in Tryps,OG5_164147
,OMCL in Tryps,OG5_149588
,OMCL in Tryps,OG5_136546
,OMCL in Tryps,OG5_180410
,OMCL in Tryps,OG5_150100
,OMCL in Tryps,OG5_129418
,OMCL in Tryps,OG5_165235
,OMCL in Tryps,OG5_130535
,OMCL in Tryps,OG5_153743
,OMCL in Tryps,OG5_128814
,OMCL in Tryps,OG5_194801
,OMCL in Tryps,OG5_132537
,OMCL in Tryps,OG5_132125
,OMCL in Tryps,OG5_136423
,OMCL in Tryps,OG5_153730
,OMCL in Tryps,OG5_200762
,OMCL in Tryps,OG5_128921
,OMCL in Tryps,OG5_130895
,OMCL in Tryps,OG5_222377
,OMCL in Tryps,OG5_135051
,OMCL in Tryps,OG5_152694
,OMCL in Tryps,OG5_135772
,OMCL in Tryps,OG5_136544
,OMCL in Tryps,OG5_144817
,OMCL in Tryps,OG5_131684
,OMCL in Tryps,OG5_129246
,OMCL in Tryps,OG5_176829
,OMCL in Tryps,OG5_165265
,OMCL in Tryps,OG5_129557
,OMCL in Tryps,OG5_193748
,OMCL in Tryps,OG5_132515
,OMCL in Tryps,OG5_180408
,OMCL in Tryps,OG5_137996
,OMCL in Tryps,OG5_137400
,OMCL in Tryps,OG5_194816
,OMCL in Tryps,OG5_128771
,OMCL in Tryps,OG5_222381
,OMCL in Tryps,OG5_150073
,OMCL in Tryps,OG5_127973
,OMCL in Tryps,OG5_135784
,OMCL in Tryps,OG5_149589
,OMCL in Tryps,OG5_137984
,OMCL in Tryps,OG5_200754
,OMCL in Tryps,OG5_180391
,OMCL in Tryps,OG5_129634
,OMCL in Tryps,OG5_135309
,OMCL in Tryps,OG5_134514
,OMCL in Tryps,OG5_136148
,OMCL in Tryps,OG5_134813
,OMCL in Tryps,OG5_171582
,OMCL in Tryps,OG5_133336
,OMCL in Tryps,OG5_132095
,OMCL in Tryps,OG5_206123
,OMCL in Tryps,OG5_136530
,OMCL in Tryps,OG5_130804
,OMCL in Tryps,OG5_127862
,OMCL in Tryps,OG5_132669
,OMCL in Tryps,OG5_133338
,OMCL in Tryps,OG5_128345
,OMCL in Tryps,OG5_171951
,OMCL in Tryps,OG5_131328
,OMCL in Tryps,OG5_156959
,OMCL in Tryps,OG5_156967
,OMCL in Tryps,OG5_149541
,OMCL in Tryps,OG5_137431
,OMCL in Tryps,OG5_155527
,OMCL in Tryps,OG5_128299
,OMCL in Tryps,OG5_136513
,OMCL in Tryps,OG5_149796
,OMCL in Tryps,OG5_153233
,OMCL in Tryps,OG5_129531
,OMCL in Tryps,OG5_163949
,OMCL in Tryps,OG5_129302
,OMCL in Tryps,OG5_147555
,OMCL in Tryps,OG5_129146
,OMCL in Tryps,OG5_144393
,OMCL in Tryps,OG5_127668
,OMCL in Tryps,OG5_129885
,OMCL in Tryps,OG5_127361
,OMCL in Tryps,OG5_155601
,OMCL in Tryps,OG5_149858
,OMCL in Tryps,OG5_156965
,OMCL in Tryps,OG5_171920
,OMCL in Tryps,OG5_180474
,OMCL in Tryps,OG5_156988
,OMCL in Tryps,OG5_128416
,OMCL in Tryps,OG5_128752
,OMCL in Tryps,OG5_188890
,OMCL in Tryps,OG5_153069
,OMCL in Tryps,OG5_136052
,OMCL in Tryps,OG5_136992
,OMCL in Tryps,OG5_129125
,OMCL in Tryps,OG5_136963
,OMCL in Tryps,OG5_140383
,OMCL in Tryps,OG5_137471
,OMCL in Tryps,OG5_134428
,OMCL in Tryps,OG5_130282
,OMCL in Tryps,OG5_165424
,OMCL in Tryps,OG5_210918
,OMCL in Tryps,OG5_136559
,OMCL in Tryps,OG5_140275
,OMCL in Tryps,OG5_139382
,OMCL in Tryps,OG5_129886
,OMCL in Tryps,OG5_127894
,OMCL in Tryps,OG5_130012
,OMCL in Tryps,OG5_130132
,OMCL in Tryps,OG5_164105
,OMCL in Tryps,OG5_130066
,OMCL in Tryps,OG5_180520
,OMCL in Tryps,OG5_127978
,OMCL in Tryps,OG5_127614
,OMCL in Tryps,OG5_180574
,OMCL in Tryps,OG5_129082
,OMCL in Tryps,OG5_129385
,OMCL in Tryps,OG5_136371
,OMCL in Tryps,OG5_131334
,OMCL in Tryps,OG5_132596
,OMCL in Tryps,OG5_135675
,OMCL in Tryps,OG5_193686
,OMCL in Tryps,OG5_153460
,OMCL in Tryps,OG5_128937
,OMCL in Tryps,OG5_136104
,OMCL in Tryps,OG5_216329
,OMCL in Tryps,OG5_149785
,OMCL in Tryps,OG5_222385
,OMCL in Tryps,OG5_157034
,OMCL in Tryps,OG5_138643
,OMCL in Tryps,OG5_133694
,OMCL in Tryps,OG5_128460
,OMCL in Tryps,OG5_137920
,OMCL in Tryps,OG5_130444
,OMCL in Tryps,OG5_138476
,OMCL in Tryps,OG5_129100
,OMCL in Tryps,OG5_180473
,OMCL in Tryps,OG5_136151
,OMCL in Tryps,OG5_180413
,OMCL in Tryps,OG5_129639
,OMCL in Tryps,OG5_176305
,OMCL in Tryps,OG5_144547
,OMCL in Tryps,OG5_134531
,OMCL in Tryps,OG5_180549
,OMCL in Tryps,OG5_130006
,OMCL in Tryps,OG5_146780
,OMCL in Tryps,OG5_128288
,OMCL in Tryps,OG5_180364
,OMCL in Tryps,OG5_147581
,OMCL in Tryps,OG5_137414
,OMCL in Tryps,OG5_137977
,OMCL in Tryps,OG5_156976
,OMCL in Tryps,OG5_126816
,OMCL in Tryps,OG5_127414
,OMCL in Tryps,OG5_222373
,OMCL in Tryps,OG5_152736
,OMCL in Tryps,OG5_194869
,OMCL in Tryps,OG5_153733
,OMCL in Tryps,OG5_153155
,OMCL in Tryps,OG5_136821
,OMCL in Tryps,OG5_175420
,OMCL in Tryps,OG5_128556
,OMCL in Tryps,OG5_160788
,OMCL in Tryps,OG5_128889
,OMCL in Tryps,OG5_128643
,OMCL in Tryps,OG5_136382
,OMCL in Tryps,OG5_129528
,OMCL in Tryps,OG5_136319
,OMCL in Tryps,OG5_132397
,OMCL in Tryps,OG5_165425
,OMCL in Tryps,OG5_136970
,OMCL in Tryps,OG5_175892
,OMCL in Tryps,OG5_129809
,OMCL in Tryps,OG5_129194
,OMCL in Tryps,OG5_152101
,OMCL in Tryps,OG5_155735
,OMCL in Tryps,OG5_136536
,OMCL in Tryps,OG5_137252
,OMCL in Tryps,OG5_150703
,OMCL in Tryps,OG5_135269
,OMCL in Tryps,OG5_134468
,OMCL in Tryps,OG5_139634
,OMCL in Tryps,OG5_157040
,OMCL in Tryps,OG5_136171
,OMCL in Tryps,OG5_155904
,OMCL in Tryps,OG5_136996
,OMCL in Tryps,OG5_179575
,OMCL in Tryps,OG5_128768
,OMCL in Tryps,OG5_127595
,OMCL in Tryps,OG5_156228
,OMCL in Tryps,OG5_129282
,OMCL in Tryps,OG5_128468
,OMCL in Tryps,OG5_159868
,OMCL in Tryps,OG5_149475
,OMCL in Tryps,OG5_136972
,OMCL in Tryps,OG5_180552
,OMCL in Tryps,OG5_130048
,OMCL in Tryps,OG5_135140
,OMCL in Tryps,OG5_128162
,OMCL in Tryps,OG5_135752
,OMCL in Tryps,OG5_133329
,OMCL in Tryps,OG5_137945
,OMCL in Tryps,OG5_129099
,OMCL in Tryps,OG5_165222
,OMCL in Tryps,OG5_135940
,OMCL in Tryps,OG5_136901
,OMCL in Tryps,OG5_222437
,OMCL in Tryps,OG5_180511
,OMCL in Tryps,OG5_171667
,OMCL in Tryps,OG5_130230
,OMCL in Tryps,OG5_156960
,OMCL in Tryps,OG5_129323
,OMCL in Tryps,OG5_132562
,OMCL in Tryps,OG5_200756
,OMCL in Tryps,OG5_136472
,OMCL in Tryps,OG5_127961
,OMCL in Tryps,OG5_136958
,OMCL in Tryps,OG5_153723
,OMCL in Tryps,OG5_127532
,OMCL in Tryps,OG5_129386
,OMCL in Tryps,OG5_129092
,OMCL in Tryps,OG5_180534
,OMCL in Tryps,OG5_129596
,OMCL in Tryps,OG5_150114
,OMCL in Tryps,OG5_131747
,OMCL in Tryps,OG5_129984
,OMCL in Tryps,OG5_130203
,OMCL in Tryps,OG5_127877
,OMCL in Tryps,OG5_138618
,OMCL in Tryps,OG5_135264
,OMCL in Tryps,OG5_127880
,OMCL in Tryps,OG5_180372
,OMCL in Tryps,OG5_156973
,OMCL in Tryps,OG5_130550
,OMCL in Tryps,OG5_129141
,OMCL in Tryps,OG5_138579
,OMCL in Tryps,OG5_136522
,OMCL in Tryps,OG5_180360
,OMCL in Tryps,OG5_129150
,OMCL in Tryps,OG5_136971
,OMCL in Tryps,OG5_128675
,OMCL in Tryps,OG5_153761
,OMCL in Tryps,OG5_133340
,OMCL in Tryps,OG5_135587
,OMCL in Tryps,OG5_130168
,OMCL in Tryps,OG5_138625
,OMCL in Tryps,OG5_128701
,OMCL in Tryps,OG5_129431
,OMCL in Tryps,OG5_130528
,OMCL in Tryps,OG5_127911
,OMCL in Tryps,OG5_179716
,OMCL in Tryps,OG5_132841
,OMCL in Tryps,OG5_137420
,OMCL in Tryps,OG5_144684
,OMCL in Tryps,OG5_194858
,OMCL in Tryps,OG5_130853
,OMCL in Tryps,OG5_130552
,OMCL in Tryps,OG5_129137
,OMCL in Tryps,OG5_138630
,OMCL in Tryps,OG5_180435
,OMCL in Tryps,OG5_180331
,OMCL in Tryps,OG5_165433
,OMCL in Tryps,OG5_222419
,OMCL in Tryps,OG5_134534
,OMCL in Tryps,OG5_139332
,OMCL in Tryps,OG5_155642
,OMCL in Tryps,OG5_180416
,OMCL in Tryps,OG5_138601
,OMCL in Tryps,OG5_179411
,OMCL in Tryps,OG5_147575
,OMCL in Tryps,OG5_180514
,OMCL in Tryps,OG5_128082
,OMCL in Tryps,OG5_129866
,OMCL in Tryps,OG5_129597
,OMCL in Tryps,OG5_129963
,OMCL in Tryps,OG5_153748
,OMCL in Tryps,OG5_127466
,OMCL in Tryps,OG5_131219
,OMCL in Tryps,OG5_128632
,OMCL in Tryps,OG5_152310
,OMCL in Tryps,OG5_135424
,OMCL in Tryps,OG5_175473
,OMCL in Tryps,OG5_126778
,OMCL in Tryps,OG5_129258
,OMCL in Tryps,OG5_130471
,OMCL in Tryps,OG5_145220
,OMCL in Tryps,OG5_130563
,OMCL in Tryps,OG5_127887
,OMCL in Tryps,OG5_137937
,OMCL in Tryps,OG5_147023
,OMCL in Tryps,OG5_149792
,OMCL in Tryps,OG5_128973
,OMCL in Tryps,OG5_141415
,OMCL in Tryps,OG5_147572
,OMCL in Tryps,OG5_245585
,OMCL in Tryps,OG5_132559
,OMCL in Tryps,OG5_128785
,OMCL in Tryps,OG5_138652
,OMCL in Tryps,OG5_180434
,OMCL in Tryps,OG5_131622
,OMCL in Tryps,OG5_140241
,OMCL in Tryps,OG5_180567
,OMCL in Tryps,OG5_153739
,OMCL in Tryps,OG5_139423
,OMCL in Tryps,OG5_129018
,OMCL in Tryps,OG5_153726
,OMCL in Tryps,OG5_165426
,OMCL in Tryps,OG5_180395
,OMCL in Tryps,OG5_152739
,OMCL in Tryps,OG5_137377
,OMCL in Tryps,OG5_137448
,OMCL in Tryps,OG5_137022
,OMCL in Tryps,OG5_152720
,OMCL in Tryps,OG5_157046
,OMCL in Tryps,OG5_179830
,OMCL in Tryps,OG5_126767
,OMCL in Tryps,OG5_222360
,OMCL in Tryps,OG5_153714
,OMCL in Tryps,OG5_132246
,OMCL in Tryps,OG5_134186
,OMCL in Tryps,OG5_130239
,OMCL in Tryps,OG5_155983
,OMCL in Tryps,OG5_153747
,OMCL in Tryps,OG5_145141
,OMCL in Tryps,OG5_141441
,OMCL in Tryps,OG5_165429
,OMCL in Tryps,OG5_194848
,OMCL in Tryps,OG5_138507
,OMCL in Tryps,OG5_149904
,OMCL in Tryps,OG5_127728
,OMCL in Tryps,OG5_180388
,OMCL in Tryps,OG5_194811
,OMCL in Tryps,OG5_139363
,OMCL in Tryps,OG5_180504
,OMCL in Tryps,OG5_180527
,OMCL in Tryps,OG5_128644
,OMCL in Tryps,OG5_128114
,OMCL in Tryps,OG5_179902
,OMCL in Tryps,OG5_153119
,OMCL in Tryps,OG5_136562
,OMCL in Tryps,OG5_180448
,OMCL in Tryps,OG5_129429
,OMCL in Tryps,OG5_180593
,OMCL in Tryps,OG5_170252
,OMCL in Tryps,OG5_128608
,OMCL in Tryps,OG5_139308
,OMCL in Tryps,OG5_139368
,OMCL in Tryps,OG5_130423
,OMCL in Tryps,OG5_180423
,OMCL in Tryps,OG5_136947
,OMCL in Tryps,OG5_180461
,OMCL in Tryps,OG5_180390
,OMCL in Tryps,OG5_130304
,OMCL in Tryps,OG5_128366
,OMCL in Tryps,OG5_139345
,OMCL in Tryps,OG5_128627
,OMCL in Tryps,OG5_150608
,OMCL in Tryps,OG5_136983
,OMCL in Tryps,OG5_194802
,OMCL in Tryps,OG5_130845
,OMCL in Tryps,OG5_129159
,OMCL in Tryps,OG5_150709
,OMCL in Tryps,OG5_133540
,OMCL in Tryps,OG5_168970
,OMCL in Tryps,OG5_138591
,OMCL in Tryps,OG5_180363
,OMCL in Tryps,OG5_126813
,OMCL in Tryps,OG5_133261
,OMCL in Tryps,OG5_130049
,OMCL in Tryps,OG5_163585
,OMCL in Tryps,OG5_179833
,OMCL in Tryps,OG5_139319
,OMCL in Tryps,OG5_147075
,OMCL in Tryps,OG5_131591
,OMCL in Tryps,OG5_179732
,OMCL in Tryps,OG5_216953
,OMCL in Tryps,OG5_129368
,OMCL in Tryps,OG5_180572
,OMCL in Tryps,OG5_130129
,OMCL in Tryps,OG5_128018
,OMCL in Tryps,OG5_152880
,OMCL in Tryps,OG5_129621
,OMCL in Tryps,OG5_129924
,OMCL in Tryps,OG5_153042
,OMCL in Tryps,OG5_180399
,OMCL in Tryps,OG5_175812
,OMCL in Tryps,OG5_130154
,OMCL in Tryps,OG5_135764
,OMCL in Tryps,OG5_128410
,OMCL in Tryps,OG5_157035
,OMCL in Tryps,OG5_132211
,OMCL in Tryps,OG5_135928
,OMCL in Tryps,OG5_135924
,OMCL in Tryps,OG5_194856
,OMCL in Tryps,OG5_136593
,OMCL in Tryps,OG5_129166
,OMCL in Tryps,OG5_136152
,OMCL in Tryps,OG5_126802
,OMCL in Tryps,OG5_160756
,OMCL in Tryps,OG5_129088
,OMCL in Tryps,OG5_129486
,OMCL in Tryps,OG5_155645
,OMCL in Tryps,OG5_147189
,OMCL in Tryps,OG5_129867
,OMCL in Tryps,OG5_130970
,OMCL in Tryps,OG5_134693
,OMCL in Tryps,OG5_180579
,OMCL in Tryps,OG5_128876
,OMCL in Tryps,OG5_130806
,OMCL in Tryps,OG5_128696
,OMCL in Tryps,OG5_138654
,OMCL in Tryps,OG5_141391
,OMCL in Tryps,OG5_133266
,OMCL in Tryps,OG5_200750
,OMCL in Tryps,OG5_157003
,OMCL in Tryps,OG5_153758
,OMCL in Tryps,OG5_130553
,OMCL in Tryps,OG5_128459
,OMCL in Tryps,OG5_180492
,OMCL in Tryps,OG5_180414
,OMCL in Tryps,OG5_134910
,OMCL in Tryps,OG5_141450
,OMCL in Tryps,OG5_137446
,OMCL in Tryps,OG5_128750
,OMCL in Tryps,OG5_136483
,OMCL in Tryps,OG5_136145
,OMCL in Tryps,OG5_136514
,OMCL in Tryps,OG5_130567
,OMCL in Tryps,OG5_180445
,OMCL in Tryps,OG5_130700
,OMCL in Tryps,OG5_136105
,OMCL in Tryps,OG5_137447
,OMCL in Tryps,OG5_179547
,OMCL in Tryps,OG5_180541
,OMCL in Tryps,OG5_132753
,OMCL in Tryps,OG5_133347
,OMCL in Tryps,OG5_128954
,OMCL in Tryps,OG5_180487
,OMCL in Tryps,OG5_153773
,OMCL in Tryps,OG5_136809
,OMCL in Tryps,OG5_222375
,OMCL in Tryps,OG5_130123
,OMCL in Tryps,OG5_126992
,OMCL in Tryps,OG5_132021
,OMCL in Tryps,OG5_137418
,OMCL in Tryps,OG5_126861
,OMCL in Tryps,OG5_171924
,OMCL in Tryps,OG5_137968
,OMCL in Tryps,OG5_222352
,OMCL in Tryps,OG5_180483
,OMCL in Tryps,OG5_127092
,OMCL in Tryps,OG5_134260
,OMCL in Tryps,OG5_130511
,OMCL in Tryps,OG5_130747
,OMCL in Tryps,OG5_129396
,OMCL in Tryps,OG5_153658
,OMCL in Tryps,OG5_126976
,OMCL in Tryps,OG5_132900
,OMCL in Tryps,OG5_235261
,OMCL in Tryps,OG5_127370
,OMCL in Tryps,OG5_155398
,OMCL in Tryps,OG5_129002
,OMCL in Tryps,OG5_137024
,OMCL in Tryps,OG5_149863
,OMCL in Tryps,OG5_155578
,OMCL in Tryps,OG5_157057
,OMCL in Tryps,OG5_171949
,OMCL in Tryps,OG5_180387
,OMCL in Tryps,OG5_160917
,OMCL in Tryps,OG5_176987
,OMCL in Tryps,OG5_180590
,OMCL in Tryps,OG5_128702
,OMCL in Tryps,OG5_129417
,OMCL in Tryps,OG5_155612
,OMCL in Tryps,OG5_222441
,OMCL in Tryps,OG5_137839
,OMCL in Tryps,OG5_130269
,OMCL in Tryps,OG5_128559
,OMCL in Tryps,OG5_180458
,OMCL in Tryps,OG5_138616
,OMCL in Tryps,OG5_139358
,OMCL in Tryps,OG5_180419
,OMCL in Tryps,OG5_127007
,OMCL in Tryps,OG5_176255
,OMCL in Tryps,OG5_126648
,OMCL in Tryps,OG5_137942
,OMCL in Tryps,OG5_156129
,OMCL in Tryps,OG5_180392
,OMCL in Tryps,OG5_138658
,OMCL in Tryps,OG5_136131
,OMCL in Tryps,OG5_136568
,OMCL in Tryps,OG5_179802
,OMCL in Tryps,OG5_130914
,OMCL in Tryps,OG5_128659
,OMCL in Tryps,OG5_155652
,OMCL in Tryps,OG5_128552
,OMCL in Tryps,OG5_235251
,OMCL in Tryps,OG5_194851
,OMCL in Tryps,OG5_179023
,OMCL in Tryps,OG5_132166
,OMCL in Tryps,OG5_130158
,OMCL in Tryps,OG5_129491
,OMCL in Tryps,OG5_157031
,OMCL in Tryps,OG5_171914
,OMCL in Tryps,OG5_135751
,OMCL in Tryps,OG5_130195
,OMCL in Tryps,OG5_180345
,OMCL in Tryps,OG5_128786
,OMCL in Tryps,OG5_137441
,OMCL in Tryps,OG5_136118
,OMCL in Tryps,OG5_179861
,OMCL in Tryps,OG5_149794
,OMCL in Tryps,OG5_140289
,OMCL in Tryps,OG5_129994
,OMCL in Tryps,OG5_129962
,OMCL in Tryps,OG5_135740
,OMCL in Tryps,OG5_129360
,OMCL in Tryps,OG5_139327
,OMCL in Tryps,OG5_128271
,OMCL in Tryps,OG5_194810
,OMCL in Tryps,OG5_129060
,OMCL in Tryps,OG5_150696
,OMCL in Tryps,OG5_179614
,OMCL in Tryps,OG5_134796
,OMCL in Tryps,OG5_129227
,OMCL in Tryps,OG5_133138
,OMCL in Tryps,OG5_157006
,OMCL in Tryps,OG5_180441
,OMCL in Tryps,OG5_136563
,OMCL in Tryps,OG5_171952
,OMCL in Tryps,OG5_135579
,OMCL in Tryps,OG5_128400
,OMCL in Tryps,OG5_131682
,OMCL in Tryps,OG5_180588
,OMCL in Tryps,OG5_129640
,OMCL in Tryps,OG5_153740
,OMCL in Tryps,OG5_133715
,OMCL in Tryps,OG5_131050
,OMCL in Tryps,OG5_136956
,OMCL in Tryps,OG5_142324
,OMCL in Tryps,OG5_155016
,OMCL in Tryps,OG5_180592
,OMCL in Tryps,OG5_128626
,OMCL in Tryps,OG5_127258
,OMCL in Tryps,OG5_136494
,OMCL in Tryps,OG5_157026
,OMCL in Tryps,OG5_129796
,OMCL in Tryps,OG5_177189
